datapoint,cardinal,date,other,relevance,resultIndex,url
"Importantly, there is a remainder when these two cycles nearly meet: “the difference between the 236 synodic months and 19 mean tropical years is barely two hours.”","two, 236, 19",months,TIME/barely two hours,0.831170735301,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"Importantly, there is a remainder when these two cycles nearly meet: “the difference between the 236 synodic months and 19 mean tropical years is barely two hours.”","two, 236, 19",months,TIME/barely two hours,0.831170735301,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"Importantly, there is a remainder when these two cycles nearly meet: “the difference between the 236 synodic months and 19 mean tropical years is barely two hours.”","two, 236, 19",months,TIME/barely two hours,0.831170735301,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"Importantly, there is a remainder when these two cycles nearly meet: “the difference between the 236 synodic months and 19 mean tropical years is barely two hours.”","two, 236, 19",months,TIME/barely two hours,0.831170735301,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"Importantly, there is a remainder when these two cycles nearly meet: “the difference between the 236 synodic months and 19 mean tropical years is barely two hours.”","two, 236, 19",months,TIME/barely two hours,0.831170735301,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"Importantly, there is a remainder when these two cycles nearly meet: “the difference between the 236 synodic months and 19 mean tropical years is barely two hours.”","two, 236, 19",months,TIME/barely two hours,0.831170735301,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
Her reasoning for doing so was one of duration: how many cycles of 19 are available to a human life?,19,,,0.778802459909,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
Her reasoning for doing so was one of duration: how many cycles of 19 are available to a human life?,19,,,0.778802459909,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
Her reasoning for doing so was one of duration: how many cycles of 19 are available to a human life?,19,,,0.778802459909,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
Her reasoning for doing so was one of duration: how many cycles of 19 are available to a human life?,19,,,0.778802459909,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
Her reasoning for doing so was one of duration: how many cycles of 19 are available to a human life?,19,,,0.778802459909,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
Her reasoning for doing so was one of duration: how many cycles of 19 are available to a human life?,19,,,0.778802459909,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"There are many things I can say about the genius of “Lamenta” and the way it speaks to our imagination of time, but I‘ll close with this comment: by removing standard markers in the way she noted her dates (how does one recognize 229 and 318), Kim encourages the poem's engagement with time to disappear beneath our interest as readers in the substance of her language.","one, 229, 318",,"WORK_OF_ART/Lamenta, PERSON/Kim",0.767531850049,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"There are many things I can say about the genius of “Lamenta” and the way it speaks to our imagination of time, but I‘ll close with this comment: by removing standard markers in the way she noted her dates (how does one recognize 229 and 318), Kim encourages the poem's engagement with time to disappear beneath our interest as readers in the substance of her language.","one, 229, 318",,"WORK_OF_ART/Lamenta, PERSON/Kim",0.767531850049,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"There are many things I can say about the genius of “Lamenta” and the way it speaks to our imagination of time, but I‘ll close with this comment: by removing standard markers in the way she noted her dates (how does one recognize 229 and 318), Kim encourages the poem's engagement with time to disappear beneath our interest as readers in the substance of her language.","one, 229, 318",,"WORK_OF_ART/Lamenta, PERSON/Kim",0.767531850049,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"There are many things I can say about the genius of “Lamenta” and the way it speaks to our imagination of time, but I‘ll close with this comment: by removing standard markers in the way she noted her dates (how does one recognize 229 and 318), Kim encourages the poem's engagement with time to disappear beneath our interest as readers in the substance of her language.","one, 229, 318",,"WORK_OF_ART/Lamenta, PERSON/Kim",0.767531850049,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"There are many things I can say about the genius of “Lamenta” and the way it speaks to our imagination of time, but I‘ll close with this comment: by removing standard markers in the way she noted her dates (how does one recognize 229 and 318), Kim encourages the poem's engagement with time to disappear beneath our interest as readers in the substance of her language.","one, 229, 318",,"WORK_OF_ART/Lamenta, PERSON/Kim",0.767531850049,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"For example, the first section is subtitled “229 / 318,” indicating the span of composition between February 29th and March 18th.",229 / 318,between February 29th and March 18th,ORDINAL/first,0.760990866946,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"There are many things I can say about the genius of “Lamenta” and the way it speaks to our imagination of time, but I‘ll close with this comment: by removing standard markers in the way she noted her dates (how does one recognize 229 and 318), Kim encourages the poem's engagement with time to disappear beneath our interest as readers in the substance of her language.","one, 229, 318",,"WORK_OF_ART/Lamenta, PERSON/Kim",0.767531850049,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"For example, the first section is subtitled “229 / 318,” indicating the span of composition between February 29th and March 18th.",229 / 318,between February 29th and March 18th,ORDINAL/first,0.760990866946,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"For example, the first section is subtitled “229 / 318,” indicating the span of composition between February 29th and March 18th.",229 / 318,between February 29th and March 18th,ORDINAL/first,0.760990866946,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"For example, the first section is subtitled “229 / 318,” indicating the span of composition between February 29th and March 18th.",229 / 318,between February 29th and March 18th,ORDINAL/first,0.760990866946,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"For example, the first section is subtitled “229 / 318,” indicating the span of composition between February 29th and March 18th.",229 / 318,between February 29th and March 18th,ORDINAL/first,0.760990866946,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"For example, the first section is subtitled “229 / 318,” indicating the span of composition between February 29th and March 18th.",229 / 318,between February 29th and March 18th,ORDINAL/first,0.760990866946,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"The erasure of a tiny mark — in this case, the / which would clarify 229 and 318 as 2/29 and 3/18 for us--obfuscates the contributory power of these marks for understanding the broader schema of “Lamenta.”","229, 318, 2/29, 3/18",,WORK_OF_ART/Lamenta,0.757922545710,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"The erasure of a tiny mark — in this case, the / which would clarify 229 and 318 as 2/29 and 3/18 for us--obfuscates the contributory power of these marks for understanding the broader schema of “Lamenta.”","229, 318, 2/29, 3/18",,WORK_OF_ART/Lamenta,0.757922545710,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"The erasure of a tiny mark — in this case, the / which would clarify 229 and 318 as 2/29 and 3/18 for us--obfuscates the contributory power of these marks for understanding the broader schema of “Lamenta.”","229, 318, 2/29, 3/18",,WORK_OF_ART/Lamenta,0.757922545710,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"The erasure of a tiny mark — in this case, the / which would clarify 229 and 318 as 2/29 and 3/18 for us--obfuscates the contributory power of these marks for understanding the broader schema of “Lamenta.”","229, 318, 2/29, 3/18",,WORK_OF_ART/Lamenta,0.757922545710,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"The erasure of a tiny mark — in this case, the / which would clarify 229 and 318 as 2/29 and 3/18 for us--obfuscates the contributory power of these marks for understanding the broader schema of “Lamenta.”","229, 318, 2/29, 3/18",,WORK_OF_ART/Lamenta,0.757922545710,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
"The erasure of a tiny mark — in this case, the / which would clarify 229 and 318 as 2/29 and 3/18 for us--obfuscates the contributory power of these marks for understanding the broader schema of “Lamenta.”","229, 318, 2/29, 3/18",,WORK_OF_ART/Lamenta,0.757922545710,38,https://jacket2.org/commentary/motions-and-relations-metonic-cycles-myung-mi-kim
Synodic Cycles and Their Importance by Daniel Giamario 5 I’m old enough to remember in the mid 1960s where there was a considerably less percentage of any individuals with understanding of the Lunar cycle.,5,the mid 1960s,"ORG/Synodic Cycles, PERSON/Daniel Giamario, GPE/Lunar",0.864341463142,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 5 I’m old enough to remember in the mid 1960s where there was a considerably less percentage of any individuals with understanding of the Lunar cycle.,5,the mid 1960s,"ORG/Synodic Cycles, PERSON/Daniel Giamario, GPE/Lunar",0.864341463142,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 5 I’m old enough to remember in the mid 1960s where there was a considerably less percentage of any individuals with understanding of the Lunar cycle.,5,the mid 1960s,"ORG/Synodic Cycles, PERSON/Daniel Giamario, GPE/Lunar",0.864341463142,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 5 I’m old enough to remember in the mid 1960s where there was a considerably less percentage of any individuals with understanding of the Lunar cycle.,5,the mid 1960s,"ORG/Synodic Cycles, PERSON/Daniel Giamario, GPE/Lunar",0.864341463142,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"We Synodic Cycles and Their Importance by Daniel Giamario 15 are way more concerned about morning star, evening star, things like that.",15,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, TIME/about morning",0.863246575665,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"We Synodic Cycles and Their Importance by Daniel Giamario 15 are way more concerned about morning star, evening star, things like that.",15,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, TIME/about morning",0.863246575665,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"We Synodic Cycles and Their Importance by Daniel Giamario 15 are way more concerned about morning star, evening star, things like that.",15,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, TIME/about morning",0.863246575665,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"We Synodic Cycles and Their Importance by Daniel Giamario 15 are way more concerned about morning star, evening star, things like that.",15,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, TIME/about morning",0.863246575665,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"1 Synodic Cycles and Their Importance Transcript of Talk given by Daniel Giamario, for the Tucson Astrologers’ Guild on October 10, 2014 Updated and edited by Gael Chilson September 2016",1,"October 10, 2014, September 2016","ORG/Synodic Cycles, PERSON/Daniel Giamario, ORG/the Tucson Astrologers’ Guild, PERSON/Gael Chilson",0.860717506633,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"1 Synodic Cycles and Their Importance Transcript of Talk given by Daniel Giamario, for the Tucson Astrologers’ Guild on October 10, 2014 Updated and edited by Gael Chilson September 2016",1,"October 10, 2014, September 2016","ORG/Synodic Cycles, PERSON/Daniel Giamario, ORG/the Tucson Astrologers’ Guild, PERSON/Gael Chilson",0.860717506633,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"1 Synodic Cycles and Their Importance Transcript of Talk given by Daniel Giamario, for the Tucson Astrologers’ Guild on October 10, 2014 Updated and edited by Gael Chilson September 2016",1,"October 10, 2014, September 2016","ORG/Synodic Cycles, PERSON/Daniel Giamario, ORG/the Tucson Astrologers’ Guild, PERSON/Gael Chilson",0.860717506633,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"1 Synodic Cycles and Their Importance Transcript of Talk given by Daniel Giamario, for the Tucson Astrologers’ Guild on October 10, 2014 Updated and edited by Gael Chilson September 2016",1,"October 10, 2014, September 2016","ORG/Synodic Cycles, PERSON/Daniel Giamario, ORG/the Tucson Astrologers’ Guild, PERSON/Gael Chilson",0.860717506633,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 4 On planet Earth we see this from New Moon to New Moon or Full Moon to Full Moon: 29.5 days.,4,29.5 days,"ORG/Synodic Cycles, PERSON/Daniel Giamario, LOC/Earth, GPE/New Moon, GPE/New Moon, PERSON/Moon",0.859088004507,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 4 On planet Earth we see this from New Moon to New Moon or Full Moon to Full Moon: 29.5 days.,4,29.5 days,"ORG/Synodic Cycles, PERSON/Daniel Giamario, LOC/Earth, GPE/New Moon, GPE/New Moon, PERSON/Moon",0.859088004507,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 4 On planet Earth we see this from New Moon to New Moon or Full Moon to Full Moon: 29.5 days.,4,29.5 days,"ORG/Synodic Cycles, PERSON/Daniel Giamario, LOC/Earth, GPE/New Moon, GPE/New Moon, PERSON/Moon",0.859088004507,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 4 On planet Earth we see this from New Moon to New Moon or Full Moon to Full Moon: 29.5 days.,4,29.5 days,"ORG/Synodic Cycles, PERSON/Daniel Giamario, LOC/Earth, GPE/New Moon, GPE/New Moon, PERSON/Moon",0.859088004507,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 2 I want to go back in time and look at the overall history of people working with the sky.,2,,"ORG/Synodic Cycles, PERSON/Daniel Giamario",0.858669056082,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 2 I want to go back in time and look at the overall history of people working with the sky.,2,,"ORG/Synodic Cycles, PERSON/Daniel Giamario",0.858669056082,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 2 I want to go back in time and look at the overall history of people working with the sky.,2,,"ORG/Synodic Cycles, PERSON/Daniel Giamario",0.858669056082,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 2 I want to go back in time and look at the overall history of people working with the sky.,2,,"ORG/Synodic Cycles, PERSON/Daniel Giamario",0.858669056082,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Which one are we wired Synodic Cycles and Their Importance by Daniel Giamario 6 to?,6,,"ORG/Synodic Cycles, PERSON/Daniel Giamario",0.851981932417,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Which one are we wired Synodic Cycles and Their Importance by Daniel Giamario 6 to?,6,,"ORG/Synodic Cycles, PERSON/Daniel Giamario",0.851981932417,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Which one are we wired Synodic Cycles and Their Importance by Daniel Giamario 6 to?,6,,"ORG/Synodic Cycles, PERSON/Daniel Giamario",0.851981932417,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Which one are we wired Synodic Cycles and Their Importance by Daniel Giamario 6 to?,6,,"ORG/Synodic Cycles, PERSON/Daniel Giamario",0.851981932417,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Synodic Cycles and Their Importance by Daniel Giamario 10 Unlike Venus, Mars has an extremely eccentric and erratic orb that is quite intriguing if you think about it philosophically.",10,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, PERSON/Venus, LOC/Mars",0.847392898979,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Synodic Cycles and Their Importance by Daniel Giamario 10 Unlike Venus, Mars has an extremely eccentric and erratic orb that is quite intriguing if you think about it philosophically.",10,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, PERSON/Venus, LOC/Mars",0.847392898979,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Synodic Cycles and Their Importance by Daniel Giamario 10 Unlike Venus, Mars has an extremely eccentric and erratic orb that is quite intriguing if you think about it philosophically.",10,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, PERSON/Venus, LOC/Mars",0.847392898979,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Synodic Cycles and Their Importance by Daniel Giamario 10 Unlike Venus, Mars has an extremely eccentric and erratic orb that is quite intriguing if you think about it philosophically.",10,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, PERSON/Venus, LOC/Mars",0.847348583798,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"But that signature of those two Synodic Cycles and Their Importance by Daniel Giamario 17 planets being with the Sun, I’m convinced, is how the ancients perceived the underworld process.","two, 17",,"ORG/Synodic Cycles, PERSON/Daniel Giamario, ORG/Sun",0.846372546470,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"But that signature of those two Synodic Cycles and Their Importance by Daniel Giamario 17 planets being with the Sun, I’m convinced, is how the ancients perceived the underworld process.","two, 17",,"ORG/Synodic Cycles, PERSON/Daniel Giamario, ORG/Sun",0.846372546470,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"But that signature of those two Synodic Cycles and Their Importance by Daniel Giamario 17 planets being with the Sun, I’m convinced, is how the ancients perceived the underworld process.","two, 17",,"ORG/Synodic Cycles, PERSON/Daniel Giamario, ORG/Sun",0.846372546470,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"But that signature of those two Synodic Cycles and Their Importance by Daniel Giamario 17 planets being with the Sun, I’m convinced, is how the ancients perceived the underworld process.","two, 17",,"ORG/Synodic Cycles, PERSON/Daniel Giamario, ORG/Sun",0.846372546470,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 22 The primary theme of a person’s dharma is reiterated at that point.,22,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, PERSON/dharma",0.844097895539,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 22 The primary theme of a person’s dharma is reiterated at that point.,22,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, PERSON/dharma",0.844097895539,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 22 The primary theme of a person’s dharma is reiterated at that point.,22,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, PERSON/dharma",0.844097895539,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 22 The primary theme of a person’s dharma is reiterated at that point.,22,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, PERSON/dharma",0.844097895539,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 9 The return at age 8 is a different stage of maturation than age 16.,9,"age 8, age 16","ORG/Synodic Cycles, PERSON/Daniel Giamario",0.842591246254,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 9 The return at age 8 is a different stage of maturation than age 16.,9,"age 8, age 16","ORG/Synodic Cycles, PERSON/Daniel Giamario",0.842524726787,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 9 The return at age 8 is a different stage of maturation than age 16.,9,"age 8, age 16","ORG/Synodic Cycles, PERSON/Daniel Giamario",0.842524726787,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
Synodic Cycles and Their Importance by Daniel Giamario 9 The return at age 8 is a different stage of maturation than age 16.,9,"age 8, age 16","ORG/Synodic Cycles, PERSON/Daniel Giamario",0.842524726787,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Synodic Cycles and Their Importance by Daniel Giamario 3 I’m not bringing this up to be critical but there are some that would say that the biggest problem today is in our being too individualistic, like a separation from our connection to a clan, tribe or a whole people having a collective experience of the sky, working ceremony together and so on.",3,today,"ORG/Synodic Cycles, PERSON/Daniel Giamario",0.841552269600,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Synodic Cycles and Their Importance by Daniel Giamario 3 I’m not bringing this up to be critical but there are some that would say that the biggest problem today is in our being too individualistic, like a separation from our connection to a clan, tribe or a whole people having a collective experience of the sky, working ceremony together and so on.",3,today,"ORG/Synodic Cycles, PERSON/Daniel Giamario",0.841552269600,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Synodic Cycles and Their Importance by Daniel Giamario 3 I’m not bringing this up to be critical but there are some that would say that the biggest problem today is in our being too individualistic, like a separation from our connection to a clan, tribe or a whole people having a collective experience of the sky, working ceremony together and so on.",3,today,"ORG/Synodic Cycles, PERSON/Daniel Giamario",0.841552269600,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Synodic Cycles and Their Importance by Daniel Giamario 3 I’m not bringing this up to be critical but there are some that would say that the biggest problem today is in our being too individualistic, like a separation from our connection to a clan, tribe or a whole people having a collective experience of the sky, working ceremony together and so on.",3,today,"ORG/Synodic Cycles, PERSON/Daniel Giamario",0.841552269600,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Synodic Cycles and Their Importance by Daniel Giamario 8 You can take any point in the Venus cycle, whatever one you choose, Sun conjunct Venus retrograde, Sun conjunct Venus not retrograde, morning or evening star Venus, Venus at greatest elongation.",8,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, LOC/Venus, ORG/Sun, LOC/Venus, ORG/Sun, LOC/Venus, TIME/morning, TIME/evening, LOC/Venus, LOC/Venus",0.840122987549,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Synodic Cycles and Their Importance by Daniel Giamario 8 You can take any point in the Venus cycle, whatever one you choose, Sun conjunct Venus retrograde, Sun conjunct Venus not retrograde, morning or evening star Venus, Venus at greatest elongation.",8,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, LOC/Venus, ORG/Sun, LOC/Venus, ORG/Sun, LOC/Venus, TIME/morning, TIME/evening, LOC/Venus, LOC/Venus",0.840122987549,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Synodic Cycles and Their Importance by Daniel Giamario 8 You can take any point in the Venus cycle, whatever one you choose, Sun conjunct Venus retrograde, Sun conjunct Venus not retrograde, morning or evening star Venus, Venus at greatest elongation.",8,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, LOC/Venus, ORG/Sun, LOC/Venus, ORG/Sun, LOC/Venus, TIME/morning, TIME/evening, LOC/Venus, LOC/Venus",0.840122987549,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Remember, with Venus it was five (584 day) cycles that come out nearly perfectly on the eighth year to being on the same degree as when Synodic Cycles and Their Importance by Daniel Giamario 11 you were born, giving rise to this multiple of 8.","11, 8","five, 584 day, the eighth year","LOC/Venus, ORG/Synodic Cycles, PERSON/Daniel Giamario",0.839121181463,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Synodic Cycles and Their Importance by Daniel Giamario 8 You can take any point in the Venus cycle, whatever one you choose, Sun conjunct Venus retrograde, Sun conjunct Venus not retrograde, morning or evening star Venus, Venus at greatest elongation.",8,,"ORG/Synodic Cycles, PERSON/Daniel Giamario, LOC/Venus, ORG/Sun, LOC/Venus, ORG/Sun, LOC/Venus, TIME/morning, TIME/evening, LOC/Venus, LOC/Venus",0.840122987549,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Remember, with Venus it was five (584 day) cycles that come out nearly perfectly on the eighth year to being on the same degree as when Synodic Cycles and Their Importance by Daniel Giamario 11 you were born, giving rise to this multiple of 8.","11, 8","five, 584 day, the eighth year","LOC/Venus, ORG/Synodic Cycles, PERSON/Daniel Giamario",0.839121181463,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Remember, with Venus it was five (584 day) cycles that come out nearly perfectly on the eighth year to being on the same degree as when Synodic Cycles and Their Importance by Daniel Giamario 11 you were born, giving rise to this multiple of 8.","11, 8","five, 584 day, the eighth year","LOC/Venus, ORG/Synodic Cycles, PERSON/Daniel Giamario",0.839121181463,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
"Remember, with Venus it was five (584 day) cycles that come out nearly perfectly on the eighth year to being on the same degree as when Synodic Cycles and Their Importance by Daniel Giamario 11 you were born, giving rise to this multiple of 8.","11, 8","five, 584 day, the eighth year","LOC/Venus, ORG/Synodic Cycles, PERSON/Daniel Giamario",0.839121181463,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
I was born with Synodic Cycles and Their Importance by Daniel Giamario 13 Mercury in Scorpio retrograde and the very same cycle that I was born in happened at the age of 66.,13,the age of 66,"ORG/Synodic Cycles, PERSON/Daniel Giamario, ORG/Mercury, PRODUCT/Scorpio",0.833429539259,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
I was born with Synodic Cycles and Their Importance by Daniel Giamario 13 Mercury in Scorpio retrograde and the very same cycle that I was born in happened at the age of 66.,13,the age of 66,"ORG/Synodic Cycles, PERSON/Daniel Giamario, ORG/Mercury, PRODUCT/Scorpio",0.833429539259,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
I was born with Synodic Cycles and Their Importance by Daniel Giamario 13 Mercury in Scorpio retrograde and the very same cycle that I was born in happened at the age of 66.,13,the age of 66,"ORG/Synodic Cycles, PERSON/Daniel Giamario, ORG/Mercury, PRODUCT/Scorpio",0.833429539259,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
I was born with Synodic Cycles and Their Importance by Daniel Giamario 13 Mercury in Scorpio retrograde and the very same cycle that I was born in happened at the age of 66.,13,the age of 66,"ORG/Synodic Cycles, PERSON/Daniel Giamario, ORG/Mercury, PRODUCT/Scorpio",0.833429539259,39,http://shamanicastrology.org/wp-content/uploads/2018/03/Synodic-Cycles-and-Their-Importance.pdf
